SMILES,ionicSMILES,Modifier,Behaviour Type,Positive?,1500,2000,2500,3000,3250,3500,3750,4000
CO\N=C(C(=O)OC)/c1ccccc1CO\N=C(/C)c2cccc(c2)C(F)(F)F,CO\N=C(C(=[OH+])OC)/c1ccccc1CO\N=C(/C)c2cccc(c2)C(F)(F)F,1,2,0,0.67,1.24,2.83,4.43,5.51,7.09,8.67,10.35
CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C,CO\N=C(C(=[OH+])OC)/c1ccccc1COc2ccccc2C,0,2,0,-0.64,0.11,2.3,4.92,6.15,7.74,9.34,11.56
CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C,CO\N=C(C(=[OH+])OC)/c1ccccc1COc2ccccc2C,1,1,0,-3.02,-4.79,-8.6,-12.4,-13.98,-14.69,-13.66,-9.72
CO\N=C(C1=NOCCO1)/c2ccccc2Oc3ncnc(Oc4ccccc4Cl)c3F,CO\N=C(C1=NOCCO1)/c2ccccc2Oc3[nH+]cnc(Oc4ccccc4Cl)c3F,0,2,0,0.55,1.22,2.27,3.83,4.86,6.1,7.35,8.9
CO\N=C(C1=NOCCO1)/c2ccccc2Oc3ncnc(Oc4ccccc4Cl)c3F,CO\N=C(C1=NOCCO1)/c2ccccc2Oc3[nH+]cnc(Oc4ccccc4Cl)c3F,1,2,0,0.29,0.38,0.69,1,1.3,1.98,2.66,3.85
COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3,COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=[OH+])c3ccccc3,0,2,0,0.43,1.05,2.14,3.8,4.87,6.23,7.85,9.43
COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3,COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=[OH+])c3ccccc3,1,2,0,-0.25,-0.4,-0.3,0.5,1.2,2,3.2,6
COC(=O)\C=C(/C)O[P](=O)(OC)OC,COC(=[OH+])\C=C(/C)O[P](=O)(OC)OC,0,2,0,0.15,0.84,2.13,3.42,4.5,7.66,9.71,12.28
COC(=O)\C=C(/C)O[P](=O)(OC)OC,COC(=[OH+])\C=C(/C)O[P](=O)(OC)OC,1,1,0,-4.73,-8.4,-14.12,-19.84,-21.5,-22.56,-22.23,-20.97
COC(=O)C(C)N(C(=O)c1occc1)c2c(C)cccc2C,COC(=O)C(C)N(C(=[OH+])c1occc1)c2c(C)cccc2C,0,2,0,0.57,1.37,2.67,4.84,6.32,8.01,10,12.23
COC(=O)C(C)N(C(=O)c1occc1)c2c(C)cccc2C,COC(=O)C(C)N(C(=[OH+])c1occc1)c2c(C)cccc2C,1,1,0,-3.02,-5.22,-8,-10.78,-11.3,-12.22,-11.29,-10.6
COC(=O)C(C)N(C(=O)Cc1ccccc1)c2c(C)cccc2C,COC(=O)C(C)N(C(=[OH+])Cc1ccccc1)c2c(C)cccc2C,0,2,0,0.11,0.69,1.54,3.05,4.29,6.05,7.6,9.4
COC(=O)C(C)N(C(=O)Cc1ccccc1)c2c(C)cccc2C,COC(=O)C(C)N(C(=[OH+])Cc1ccccc1)c2c(C)cccc2C,1,1,0,-1.97,-3.5,-6.17,-8.83,-9.83,-10.6,-10.65,-10.33
COC(=O)N(C(=O)N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c4ccc(OC(F)(F)F)cc4,COC(=O)N(C(=[OH+])N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c4ccc(OC(F)(F)F)cc4,0,2,0,0.6,1.33,2.54,4.47,5.71,6.96,8.49,10.32
COC(=O)N(C(=O)N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c4ccc(OC(F)(F)F)cc4,COC(=O)N(C(=[OH+])N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c4ccc(OC(F)(F)F)cc4,1,1,0,-1.62,-2.92,-5.42,-7.92,-8.54,-9.13,-8.72,-7.95
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=[OH+])OC,0,2,0,0.58,1.21,2.25,3.78,4.8,6.18,7.63,9.26
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=[OH+])OC,1,1,0,-0.81,-1.54,-2.6,-3.67,-4,-3.65,-2.99,-2.09
COC(=O)Nc1[nH]c2ccccc2n1,COC(=[OH+])Nc1[nH]c2ccccc2n1,0,2,0,0.3,0.9,2.02,3.74,4.92,6.58,8.36,10.33
COC(=O)Nc1[nH]c2ccccc2n1,COC(=[OH+])Nc1[nH]c2ccccc2n1,1,0,0,-3.25,-5.77,-10.8,-15.84,-19.58,-23.39,-26.94,-30.07
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,COC(=[OH+])Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,0,2,0,0.49,1.34,2.47,4.32,5.6,6.86,8.12,9.87
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,COC(=[OH+])Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1,0,0,-1.31,-2.15,-4.24,-6.33,-7.78,-9.37,-10.96,-12.28
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,COC[C@@H](NC(C)=[OH+])C(=O)NCc1ccccc1,0,2,0,0.54,1.09,2.06,3.69,4.92,6.57,8.22,10.28
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,COC[C@@H](NC(C)=[OH+])C(=O)NCc1ccccc1,1,1,0,-2.2,-4.1,-6.5,-7.3,-7.4,-6,-3.7,-1.6
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=[OH+])C4=CC=CO4)N)OC,0,2,0,0.48,1.18,2.28,3.84,4.82,6.02,7.38,8.89
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=[OH+])C4=CC=CO4)N)OC,1,2,0,0.9,1.1,1.4,2.4,3,4.1,5.2,6.5
COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)OCC#C)OCC#C,COC1=C(C=CC(=C1)CCNC(=[OH+])C(C2=CC=C(C=C2)Cl)OCC#C)OCC#C,0,2,0,0.69,1.6,2.99,5.14,6.62,8.36,10.11,12.19
COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)OCC#C)OCC#C,COC1=C(C=CC(=C1)CCNC(=[OH+])C(C2=CC=C(C=C2)Cl)OCC#C)OCC#C,1,0,0,0.1,0.09,-0.41,-0.92,-1.36,-2.02,-2.68,-3.44
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)[nH+]c2N)cc(OC)c1OC,0,2,0,0.49,0.91,1.88,3.36,4.33,5.5,6.91,8.61
COc1cc(O)c2nc(C)ccc2c1,COc1cc(O)c2[nH+]c(C)ccc2c1,0,2,0,-0.1,-0.1,0.2,1.2,1.98,3,4.35,6.1
COc1cc(O)c2nc(C)ccc2c1,COc1cc(O)c2[nH+]c(C)ccc2c1,1,0,0,-3.4,-7.7,-13.6,-19,-20.8,-22.1,-22.5,-21.2
COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=[OH+])[C@H]3c2cc1OC)C(C)=C,0,2,0,0.58,1.1,1.99,3.62,4.8,6.1,7.55,8.98
COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=[OH+])[C@H]3c2cc1OC)C(C)=C,1,0,0,-1.09,-2.21,-5.68,-9.14,-12.34,-14.45,-16.5,-19.11
COc1ccc(cc1NNC(=O)OC(C)C)c2ccccc2,COc1ccc(cc1NNC(=[OH+])OC(C)C)c2ccccc2,0,2,0,0.28,0.77,1.51,2.72,3.58,4.62,5.66,7.02
COc1ccc(cc1NNC(=O)OC(C)C)c2ccccc2,COc1ccc(cc1NNC(=[OH+])OC(C)C)c2ccccc2,1,0,0,-1.14,-1.97,-4.03,-6.09,-7.48,-8.87,-10.3,-12.41
COc1ccc(cc1OC)C(=C\C(=O)N2CCOCC2)/c3ccc(Cl)cc3,COc1ccc(cc1OC)C(=C\C(=[OH+])N2CCOCC2)/c3ccc(Cl)cc3,0,2,0,0.38,0.86,1.68,2.93,3.78,4.86,6.06,7.44
COc1ccc(cc1OC)C(=C\C(=O)N2CCOCC2)/c3ccc(Cl)cc3,COc1ccc(cc1OC)C(=C\C(=[OH+])N2CCOCC2)/c3ccc(Cl)cc3,1,1,0,-0.56,-1.11,-2.52,-3.92,-4.24,-4.26,-4.28,-3.88
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,COc1ccc(CC[NH+](C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,0,2,0,1.03,1.97,3.57,6.04,7.66,9.51,10.23,12.5
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,COc1ccc(CC[NH+](C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,1,2,0,1.6,2.3,3.6,5.6,6.8,8.4,10.2,12.1
COc1ccc(NC(=O)C=C)cc1,COc1ccc(NC(=[OH+])C=C)cc1,0,2,0,0.7,1.1,2.1,3.8,4.61,6,8.79,13.8
COc1ccc(NC(=O)C=C)cc1,COc1ccc(NC(=[OH+])C=C)cc1,1,1,0,-3.6,-8.5,-14.9,-21.6,-24.06,-25.6,-26.12,-25.5
COc1ccc(O)c2nc(C)ccc12,COc1ccc(O)c2[nH+]c(C)ccc12,0,2,0,-0.1,-0.1,0.2,1.1,1.82,2.8,4.1,5.8
COc1ccc(O)c2nc(C)ccc12,COc1ccc(O)c2[nH+]c(C)ccc12,1,0,0,-3.7,-7.7,-12.6,-15.7,-16.6,-16.9,-15.3,-14.2
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,COc1ccc2[nH]cc(CCNC(C)=[OH+])c2c1,0,2,0,0.56,1.07,1.91,3.28,4.29,5.66,7.26,9.09
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,COc1ccc2[nH]cc(CCNC(C)=[OH+])c2c1,1,0,0,-1,-2.2,-3.4,-4.1,-4.8,-5.5,-7.1,-8.9
COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CC[NH+]3C,0,2,0,0.48,1,1.9,3.19,4.07,5.14,6.41,7.89
COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C,COc1ccc2C[C@@H]3[C@@H]4CCC(=[OH+])[C@@H]5Oc1c2[C@]45CCN3C,0,2,0,0.36,0.85,1.72,3.08,3.93,5.03,6.28,7.76
COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C,COc1ccc2C[C@@H]3[C@@H]4CCC(=[OH+])[C@@H]5Oc1c2[C@]45CCN3C,1,0,0,-0.5,-1.4,-3.6,-6.4,-7.9,-9.4,-10.8,-11.7
COc1ccc2C[C@H]3NCC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,COc1ccc2C[C@H]3NCC[C@@]45[C@@H](Oc1c24)C(=[OH+])CC[C@@]35O,0,2,0,0.34,0.87,1.77,3.07,3.85,4.91,6.1,7.4
COc1ccc2C[C@H]3NCC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,COc1ccc2C[C@H]3NCC[C@@]45[C@@H](Oc1c24)C(=[OH+])CC[C@@]35O,1,0,0,-0.7,-1.9,-3.9,-6.4,-7.8,-9.2,-10.8,-10.6
COc1ccc2cc(ccc2c1)C(C)C(O)=O,COc1ccc2cc(ccc2c1)C(C)C(O)=[OH+],0,2,0,0.47,1.08,1.98,3.36,4.24,5.2,7.19,8.77
COc1ccc2CC3NCCC45C(Oc1c24)C(O)C=CC35,COc1ccc2CC3NCCC45C(Oc1c24)C([OH2+])C=CC35,0,2,0,0.32,0.75,1.47,2.52,3.24,4.15,5.26,6.52
COc1ccc2CC3NCCC45C(Oc1c24)C(O)C=CC35,COc1ccc2CC3NCCC45C(Oc1c24)C([OH2+])C=CC35,1,0,0,-0.9,-2.2,-4.9,-7.9,-9.7,-11.5,-13.4,-15
COc1ccc2ccc(C)nc2c1O,COc1ccc2ccc(C)[nH+]c2c1O,0,2,0,-0.1,0,0.3,1.4,2.19,3.2,4.54,6.3
COc1ccc2ccc(C)nc2c1O,COc1ccc2ccc(C)[nH+]c2c1O,1,1,0,-2.5,-4.5,-5.8,-5.8,-5.3,-4.3,-2.8,-0.8
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,COc1ccc2[nH+]ccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,0,2,0,0.52,1.19,2.3,4,5.11,6.4,7.91,9.4
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,COc1ccc2[nH+]ccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,1,1,0,-0.55,-1.5,-3,-4,-4.2,-3,-2.3,-0.8
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,COc1cccc(C(=O)NN(C(=[OH+])c2cc(C)cc(C)c2)C(C)(C)C)c1C,0,2,0,0.49,1.17,2.33,4.16,5.4,6.82,8.18,9.95
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,COc1cccc(C(=O)NN(C(=[OH+])c2cc(C)cc(C)c2)C(C)(C)C)c1C,1,0,0,-0.79,-1.31,-1.95,-2.59,-2.72,-2.97,-3.23,-3.42
COc1cccc(NC(=O)C=C)c1,COc1cccc(NC(=[OH+])C=C)c1,0,2,0,0.7,1.1,2.2,3.9,4.91,6.5,9.27,13.8
COc1cccc(NC(=O)C=C)c1,COc1cccc(NC(=[OH+])C=C)c1,1,0,0,-3.1,-7.4,-14,-23.3,-28.86,-34.6,-40.07,-44.8
COc1ccccc1N2CCN(CCCNC3=CC(=O)N(C)C(=O)N3C)CC2,COc1ccccc1N2CCN(CCCNC3=CC(=[OH+])N(C)C(=O)N3C)CC2,0,2,0,0.65,1.17,2.06,3.51,4.47,5.54,6.85,8.43
COc1ccccc1N2CCN(CCCNC3=CC(=O)N(C)C(=O)N3C)CC2,COc1ccccc1N2CCN(CCCNC3=CC(=[OH+])N(C)C(=O)N3C)CC2,1,2,0,1.3,1.8,2.5,3.7,4.4,5.4,6.6,7.9
COc1nc(NC(C)C)nc(NC(C)C)n1,COc1nc(NC(C)C)[nH+]c(NC(C)C)n1,0,2,0,0.54,1.24,2.41,4.23,5.45,6.95,8.57,10.56
COc1nc(NC(C)C)nc(NC(C)C)n1,COc1nc(NC(C)C)[nH+]c(NC(C)C)n1,1,1,0,-1.35,-2.52,-4.75,-6.99,-7.84,-8.42,-8.4,-8.05
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,COCC(=[OH+])N(C(C)C(=O)OC)c1c(C)cccc1C,0,2,0,0.43,1.15,2.43,4.31,5.53,7.15,8.92,10.94
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,COCC(=[OH+])N(C(C)C(=O)OC)c1c(C)cccc1C,1,1,0,-3.4,-5.82,-7.96,-10.09,-9.98,-10.47,-9.25,-7.87
COCC(=O)N(N1CCOC1=O)c2c(C)cccc2C,COCC(=[OH+])N(N1CCOC1=O)c2c(C)cccc2C,0,2,0,0.11,0.25,1.37,3.11,4.14,5.56,7.16,9.12
COCC(=O)N(N1CCOC1=O)c2c(C)cccc2C,COCC(=[OH+])N(N1CCOC1=O)c2c(C)cccc2C,1,0,0,-0.83,-1.11,-3.02,-4.92,-7.56,-11.15,-16.17,-22.25
COCCc1ccc(OCC(O)CNC(C)C)cc1,COCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,0,2,0,0.57,1.03,1.89,3.43,4.51,5.81,7.36,9.17
COCCCC\C(=N/OCCN)c1ccc(cc1)C(F)(F)F.OC(=O)\C=C/C(O)=O,COCCCC\C(=[NH+]/OCCN)c1ccc(cc1)C(F)(F)F,0,2,0,0.32,0.96,2.07,3.72,4.91,6.29,8.18,9.2
COCCCNc1nc(NC(C)C)nc(SC)n1,COCCCNc1[nH+]c(NC(C)C)nc(SC)n1,0,2,0,0.57,1.28,2.52,4.41,5.66,7.15,8.82,10.81
COCCCNc1nc(NC(C)C)nc(SC)n1,COCCCNc1[nH+]c(NC(C)C)nc(SC)n1,1,0,0,-0.28,-0.54,-2.23,-3.92,-4.37,-5.23,-5.18,-4.79
CON(C(=O)OC)c1ccccc1COc2ccn(n2)c3ccc(Cl)cc3,CON(C(=[OH+])OC)c1ccccc1COc2ccn(n2)c3ccc(Cl)cc3,0,2,0,0.3,0.98,2.16,4.03,5.29,6.78,8.27,10.06
CON(C(=O)OC)c1ccccc1COc2ccn(n2)c3ccc(Cl)cc3,CON(C(=[OH+])OC)c1ccccc1COc2ccn(n2)c3ccc(Cl)cc3,1,2,0,0.42,0.76,1.89,3.02,4.06,5.32,6.57,8.54
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CON(C)C(=[OH+])Nc1ccc(Cl)c(Cl)c1,0,2,0,0.16,0.49,0.94,2.16,3.22,4.3,5.37,6.99
CON(C)C(=O)Nc1ccc(Cl)cc1,CON(C)C(=[OH+])Nc1ccc(Cl)cc1,0,2,0,0.01,0.14,0.48,1.32,2.05,3.07,4.36,5.94
CON(C)C(=O)Nc1ccc(Cl)cc1,CON(C)C(=[OH+])Nc1ccc(Cl)cc1,1,0,0,-4.1,-6.71,-11.48,-16.25,-19.29,-22.52,-25.42,-28.23
CSC(=O)c1cccc2nnsc12,CSC(=[OH+])c1cccc2nnsc12,0,2,0,0.4,0.79,1.3,2.25,3,3.91,4.96,6.33
CSC(=O)c1cccc2nnsc12,CSC(=[OH+])c1cccc2nnsc12,1,0,0,-0.89,-1.7,-3.21,-4.72,-5.55,-6.41,-7.63,-9.19
CSC1=N[C@](C)(C(=O)N1Nc2ccccc2)c3ccccc3,CSC1=N[C@](C)(C(=[OH+])N1Nc2ccccc2)c3ccccc3,0,2,0,0.44,1.04,2.04,3.56,4.57,5.82,7.25,8.84
CSC1=N[C@](C)(C(=O)N1Nc2ccccc2)c3ccccc3,CSC1=N[C@](C)(C(=[OH+])N1Nc2ccccc2)c3ccccc3,1,1,0,-1.44,-2.62,-4.55,-6.49,-7.14,-7.56,-7.64,-7.43
CSC1=NN=C(C(=O)N1N)C(C)(C)C,CSC1=NN=C(C(=[OH+])N1N)C(C)(C)C,0,2,0,0.37,0.68,1.01,1.84,2.6,3.54,4.74,6.13
CSC1=NN=C(C(=O)N1N)C(C)(C)C,CSC1=NN=C(C(=[OH+])N1N)C(C)(C)C,1,0,0,-2.5,-4.52,-8.32,-12.13,-14.07,-15.78,-17,-17.76
CSc1nc(NC(C)C)nc(NC(C)C)n1,CSc1nc(NC(C)C)[nH+]c(NC(C)C)n1,0,2,0,0.5,1.26,2.52,4.3,5.44,6.9,8.35,10.11
CSc1nc(NC(C)C)nc(NC(C)C)n1,CSc1nc(NC(C)C)[nH+]c(NC(C)C)n1,1,1,0,-0.98,-1.87,-3.59,-5.32,-6.1,-6.42,-6.74,-6.51
CSCC[C@H](N)C(O)=O,CSCC[C@H](N)C(O)=[OH+],0,1,0,-0.66,-1.38,-2.15,-2.75,-2.79,-2.57,-2.03,-1.1
CSCC[C@H](N)C(O)=O,CSCC[C@H](N)C(O)=[OH+],1,0,0,-4.85,-9.1,-17.9,-29.2,-35.1,-40.8,-46.3,-50
FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl,FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=[OH+])c2c(F)cccc2F)cc1Cl,0,2,0,-0.38,0.32,2,3.79,4.61,5.98,7.35,8.87
FC(F)(F)c1ccc(nc1)N2CC(C2)NC(=O)C3=CN(Cc4ccccc4)C(=O)C=C3,FC(F)(F)c1ccc(nc1)N2CC(C2)NC(=O)C3=CN(Cc4ccccc4)C(=[OH+])C=C3,0,2,0,0.4,0.6,1,1.7,2.37,3.3,4.48,5.9
FC(F)(F)c1ccc(nc1)N2CC(C2)NC(=O)C3=CN(Cc4ccccc4)C(=O)C=C3,FC(F)(F)c1ccc(nc1)N2CC(C2)NC(=O)C3=CN(Cc4ccccc4)C(=[OH+])C=C3,1,0,0,-1.4,-3.7,-7.5,-12.9,-16.1,-19.2,-22.2,-24.9
FC(F)(F)c1ccc(nc1)N2CC(C2)NC(=O)C3=CN(Cc4ccccc4)C=CC3=O,FC(F)(F)c1ccc(nc1)N2CC(C2)NC(=O)C3=CN(Cc4ccccc4)C=CC3=[OH+],0,2,0,0.4,0.9,1.7,2.6,3.31,4.3,5.64,7.4
FC(F)(F)c1ccc(nc1)N2CC(C2)NC(=O)C3=CN(Cc4ccccc4)C=CC3=O,FC(F)(F)c1ccc(nc1)N2CC(C2)NC(=O)C3=CN(Cc4ccccc4)C=CC3=[OH+],1,1,0,-0.2,0,-2.7,-3.4,-3.5,-3.6,-3.5,-2.6
FC(F)(F)c1ccncc1C(=O)NCC#N,FC(F)(F)c1ccncc1C(=[OH+])NCC#N,0,2,0,-0.4,-0.02,0.77,0.72,0.31,0.91,1.5,2.25
FC(F)(F)Oc1ccc(cc1)NC(=O)N\N=C(\Cc2ccc(C#N)cc2)c3cccc(c3)C(F)(F)F,FC(F)(F)Oc1ccc(cc1)NC(=[OH+])N\N=C(\Cc2ccc(C#N)cc2)c3cccc(c3)C(F)(F)F,0,2,0,0.56,1.19,2.27,3.76,4.7,5.92,7.14,8.74
FC(F)(F)Oc1ccc(CNC(=O)C2=CC=CN(Cc3ccccc3)C2=O)cc1,FC(F)(F)Oc1ccc(CNC(=O)C2=CC=CN(Cc3ccccc3)C2=[OH+])cc1,0,2,0,0.3,0.8,1.2,1.3,1.74,2.5,3.48,4.6
FC(F)(F)Oc1ccc(CNC(=O)C2=CC=CN(Cc3ccccc3)C2=O)cc1,FC(F)(F)Oc1ccc(CNC(=O)C2=CC=CN(Cc3ccccc3)C2=[OH+])cc1,1,0,0,-2.3,-4.9,-8.4,-12,-13.7,-14.8,-15.6,-16.1
FC(F)(F)Oc1ccc(CNC(=O)C2=CN(Cc3ccccc3)C(=O)C=C2)cc1,FC(F)(F)Oc1ccc(CNC(=O)C2=CN(Cc3ccccc3)C(=[OH+])C=C2)cc1,0,2,0,0.6,1.1,1.8,2,2.23,2.7,3.5,4.7
FC(F)(F)Oc1ccc(CNC(=O)C2=CN(Cc3ccccc3)C(=O)C=C2)cc1,FC(F)(F)Oc1ccc(CNC(=O)C2=CN(Cc3ccccc3)C(=[OH+])C=C2)cc1,1,0,0,-1.9,-4.5,-7.8,-11.6,-13.8,-16,-18.8,-21.7
FC(F)(F)Oc1ccc(NC(=O)NC(=O)c2ccccc2Cl)cc1,FC(F)(F)Oc1ccc(NC(=O)NC(=[OH+])c2ccccc2Cl)cc1,0,2,0,-0.71,-0.16,1.56,3.74,4.85,6.32,7.8,9.48
FC(F)C(F)(F)Oc1c(Cl)cc(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl,FC(F)C(F)(F)Oc1c(Cl)cc(NC(=O)NC(=[OH+])c2c(F)cccc2F)cc1Cl,0,2,0,-0.16,0.53,1.99,3.68,4.54,5.83,7.12,8.66
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,FC(F)C(F)(F)OCC(Cn1c[nH+]cn1)c2ccc(Cl)cc2Cl,0,2,0,0.49,1.1,2.13,3.7,4.73,5.94,7.28,8.92
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,FC(F)C(F)(F)OCC(Cn1c[nH+]cn1)c2ccc(Cl)cc2Cl,1,0,0,-0.74,-1.29,-2.01,-2.74,-2.91,-3.13,-3.37,-3.71
FC(OC(F)(F)F)C(F)(F)Oc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl,FC(OC(F)(F)F)C(F)(F)Oc1ccc(NC(=O)NC(=[OH+])c2c(F)cccc2F)cc1Cl,0,2,0,-0.36,0.28,1.82,3.61,4.48,5.78,7.07,8.59
Fc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1NC(=O)NC(=O)c3c(F)cccc3F,Fc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1NC(=O)NC(=[OH+])c3c(F)cccc3F,0,2,0,0.44,1.07,2.19,3.69,4.61,5.91,7.2,8.8
Fc1ccc(cc1)[C@@]2(Cn3cncn3)O[C@H]2c4ccccc4Cl,Fc1ccc(cc1)[C@@]2(Cn3c[nH+]cn3)O[C@H]2c4ccccc4Cl,0,2,0,0.55,1.02,1.68,2.91,3.77,4.55,5.58,6.74
Fc1ccc(cc1)[C@@]2(Cn3cncn3)O[C@H]2c4ccccc4Cl,Fc1ccc(cc1)[C@@]2(Cn3c[nH+]cn3)O[C@H]2c4ccccc4Cl,1,0,0,-0.94,-1.73,-2.9,-4.07,-4.72,-5.47,-6.44,-7.59
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,Fc1ccc(Oc2cc[nH+]c3cc(Cl)cc(Cl)c23)cc1,0,2,0,0.44,0.9,1.66,2.93,3.77,4.65,5.79,7.15
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,Fc1ccc(Oc2cc[nH+]c3cc(Cl)cc(Cl)c23)cc1,1,0,0,-1.17,-2.31,-4.93,-7.56,-9.55,-11.74,-14,-16.05
Fc1ccc2N=C(n3cncn3)N(C(=O)c2c1)c4ccc(Cl)cc4Cl,Fc1ccc2N=C(n3cncn3)N(C(=[OH+])c2c1)c4ccc(Cl)cc4Cl,0,2,0,1.76,2.35,2.36,3.03,3.86,4.25,4.65,5.79
Fc1ccc2N=C(n3cncn3)N(C(=O)c2c1)c4ccc(Cl)cc4Cl,Fc1ccc2N=C(n3cncn3)N(C(=[OH+])c2c1)c4ccc(Cl)cc4Cl,1,2,0,0.75,1.33,2.39,3.45,4.47,5.32,6.77,8.26
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,Fc1cccc(F)c1C(=[OH+])NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,0,2,0,-1.16,-0.65,1.24,3.34,4.2,5.5,6.79,8.38
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,Fc1cccc(F)c1C(=[OH+])NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,1,0,0,0.07,-0.16,-0.88,-1.61,-2.16,-2.59,-3.01,-3.07
