SMILES,ionicSMILES,Modifier,Behaviour Type,Positive?,1500,2000,2500,3000,3250,3500,3750,4000
CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,C[NH+](C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,0,2,0,0.54,1.2,2.36,4.23,5.49,7.02,8.85,10.95
CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,C[NH+](C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,1,2,0,0.8,0.9,1.7,3.5,4.6,6,7.5,9.3
CN(C)CC\C=C/1c2ccccc2Sc3ccc(Cl)cc13,C[NH+](C)CC\C=C/1c2ccccc2Sc3ccc(Cl)cc13,0,2,0,0.41,1.04,2.11,3.74,4.79,6.09,7.62,9.3
CN(C)CC\C=C/1c2ccccc2Sc3ccc(Cl)cc13,C[NH+](C)CC\C=C/1c2ccccc2Sc3ccc(Cl)cc13,1,1,0,-0.1,-0.6,-1.4,-1.2,-0.7,0.4,1.3,2.8
CN(C)CC1CCCCC1(C2=CC(=CC=C2)O)O,C[NH+](C)CC1CCCCC1(C2=CC(=CC=C2)O)O,0,2,0,0.43,1,2.03,3.7,4.86,6.29,8.02,10.01
CN(C)CC1CCCCC1(C2=CC(=CC=C2)O)O,C[NH+](C)CC1CCCCC1(C2=CC(=CC=C2)O)O,1,2,0,0.3,0.1,0.5,2,2.9,4.2,5.6,7.3
CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2,CN(C)CCC(c1ccc(Cl)cc1)c2cccc[nH+]2,0,2,0,0.6,1.06,2.37,4.39,5.8,7.46,9.31,11.28
CN(C)CCC(c1ccccc1)c2ccccn2,C[NH+](C)CCC(c1ccccc1)c2ccccn2,0,2,0,0.52,1.28,2.63,4.89,6.43,8.24,10.31,12.62
CN(C)CCC=C1c2ccccc2CCc3ccccc13,C[NH+](C)CCC=C1c2ccccc2CCc3ccccc13,0,2,0,0.54,1.23,2.4,4.23,5.46,6.99,8.77,10.84
CN(C)CCC=C1c2ccccc2CCc3ccccc13,C[NH+](C)CCC=C1c2ccccc2CCc3ccccc13,1,1,0,-0.4,-1.1,-1.7,-0.6,0.1,1.5,2.7,4.4
CN(C)CCCN1c2ccccc2CCc3ccccc13,C[NH+](C)CCCN1c2ccccc2CCc3ccccc13,0,2,0,0.53,1.2,2.36,4.16,5.38,6.82,8.5,10.41
CN(C)CCOC(c1ccccc1)c2ccccc2,C[NH+](C)CCOC(c1ccccc1)c2ccccc2,0,2,0,0.57,1.19,2.31,4.18,5.41,6.96,8.78,10.89
CN(C)CCOC(c1ccccc1)c2ccccc2,C[NH+](C)CCOC(c1ccccc1)c2ccccc2,1,1,0,-0.25,-1.1,-2.9,-4.2,-4.5,-4.3,-3.7,-2.2
CN(C)CCOc1ccccc1Cc2ccccc2,C[NH+](C)CCOc1ccccc1Cc2ccccc2,0,2,0,0.38,0.94,2.01,3.79,5.05,6.66,8.6,10.88
CN(C)CCOc1ccccc1Cc2ccccc2,C[NH+](C)CCOc1ccccc1Cc2ccccc2,1,2,0,0.8,0.9,1.6,3.3,4.4,5.8,7.4,9.3
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,C[NH+](C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,0,2,0,0.43,1.14,2.37,4.1,5.22,6.67,8.12,9.84
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,C[NH+](C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,1,2,0,0.26,0.41,1.33,2.25,3.13,4.07,5.37,7.03
CN(Cc1ccc(Cl)nc1)C(C)=NC#N,C[NH+](Cc1ccc(Cl)nc1)C(C)=NC#N,0,1,0,0.13,-0.09,-0.25,0.01,0.32,0.83,1.53,2.52
CN(Cc1ccc(Cl)nc1)C(C)=NC#N,C[NH+](Cc1ccc(Cl)nc1)C(C)=NC#N,1,0,0,-1.1,-2.3,-5.8,-11.2,-14.7,-19,-23.6,-28
CN(Cc1ccccc1)C(=O)c2cccc(NC(=O)c3occc3)c2,CN(Cc1ccccc1)C(=[OH+])c2cccc(NC(=O)c3occc3)c2,0,2,0,0.8,1.5,2.5,4,4.83,5.8,7.04,8.7
CN(Cc1ccccc1)C(=O)c2cccc(NC(=O)c3occc3)c2,CN(Cc1ccccc1)C(=[OH+])c2cccc(NC(=O)c3occc3)c2,1,2,0,0.5,1,1.8,3,3.7,4.5,5.3,6.8
CN(Cc1ccccc1)C(=O)c2ccccc2NC(=O)c3occc3,CN(Cc1ccccc1)C(=[OH+])c2ccccc2NC(=O)c3occc3,0,2,0,0.8,1.4,2.5,4.3,5.45,6.8,8.4,10.3
CN(Cc1ccccc1)C(=O)c2ccccc2NC(=O)c3occc3,CN(Cc1ccccc1)C(=[OH+])c2ccccc2NC(=O)c3occc3,1,1,0,-0.4,-1.1,-2,-2.6,-2.5,-2.2,-1.4,-0.2
CN[C@@H](C)[C@@H](O)c1ccccc1,C[NH2+][C@@H](C)[C@@H](O)c1ccccc1,0,2,0,-0.19,-0.51,-0.68,-0.29,0.24,1.03,2.14,3.65
CN[C@@H](C)[C@@H](O)c1ccccc1,C[NH2+][C@@H](C)[C@@H](O)c1ccccc1,1,0,0,-3.4,-6.5,-12.1,-19,-21.9,-24.1,-25.8,-25.7
CN[C@@H](C)[C@H](O)c1ccccc1,C[NH2+][C@@H](C)[C@H](O)c1ccccc1,0,1,0,-0.19,-0.51,-0.63,-0.24,0.28,1.11,2.29,3.86
CN[C@@H](C)[C@H](O)c1ccccc1,C[NH2+][C@@H](C)[C@H](O)c1ccccc1,1,0,0,-3.4,-6.5,-12.1,-17,-19,-20.4,-21.5,-21.4
CN[C@@H](C)Cc1ccccc1,C[NH2+][C@@H](C)Cc1ccccc1,0,2,0,0.01,-0.21,-0.17,0.57,1.29,2.32,3.65,5.61
CN[C@@H](C)Cc1ccccc1,C[NH2+][C@@H](C)Cc1ccccc1,1,0,0,-3.55,-6.8,-12.7,-19.8,-23.3,-26.8,-29.9,-31.8
CN=C(NCc1sc(Cl)nc1)N[N+]([O-])=O,CN=C(NCc1sc(Cl)[nH+]c1)N[N+]([O-])=O,0,2,0,0.29,0.65,1.27,2.56,3.55,4.62,6.08,7.67
CN=C(NCc1sc(Cl)nc1)N[N+]([O-])=O,CN=C(NCc1sc(Cl)[nH+]c1)N[N+]([O-])=O,1,0,0,-3.45,-6.01,-10.28,-14.54,-16.89,-19.46,-22.16,-24.9
CN=C(NCCSCc1nc[nH]c1C)NC#N,CN=C(NCCSCc1[nH+]c[nH]c1C)NC#N,0,2,0,0.19,0.41,0.88,1.78,2.47,3.47,4.66,6.19
CN=C(NCCSCc1nc[nH]c1C)NC#N,CN=C(NCCSCc1[nH+]c[nH]c1C)NC#N,1,0,0,-2.05,-4.1,-7.3,-9.8,-10.8,-11,-11.2,-10.5
CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,CN=C1CN(O)C(=C2C=C(Cl)C=CC2=[NH+]1)c3ccccc3,0,2,0,0.33,0.74,1.34,2.4,3.15,4.08,5.2,6.53
CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,CN1C(=[OH+])C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,0,2,0,0.3,0.91,1.96,3.44,4.3,5.6,7.03,8.6
CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,CN1C(=[OH+])C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,1,1,0,-0.7,-1.7,-3.5,-4.8,-5.1,-4.7,-3.5,-2.3
CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,CN1C(=[OH+])CN=C(c2ccccc2)c3cc(Cl)ccc13,0,2,0,0.36,0.9,1.79,3.19,4.2,5.39,6.86,8.5
CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,CN1C(=[OH+])CN=C(c2ccccc2)c3cc(Cl)ccc13,1,0,0,-0.65,-1.6,-3.6,-6.3,-7.5,-8.5,-9.3,-9.5
CN1C(=O)N(C(=O)C=C1C(F)(F)F)c2ccc(Cl)c(c2)C(=O)OC(C)(C)C(=O)OCC=C,CN1C(=O)N(C(=[OH+])C=C1C(F)(F)F)c2ccc(Cl)c(c2)C(=O)OC(C)(C)C(=O)OCC=C,0,2,0,0.25,0.94,2.45,4.57,5.78,7.17,8.71,10.37
CN1C(=O)N(C(=O)C=C1C(F)(F)F)c2ccc(Cl)c(c2)C(=O)OC(C)(C)C(=O)OCC=C,CN1C(=O)N(C(=[OH+])C=C1C(F)(F)F)c2ccc(Cl)c(c2)C(=O)OC(C)(C)C(=O)OCC=C,1,2,0,0.28,0.34,0.54,0.75,0.98,1.18,1.25,1.56
Cn1c(C)ncc1[N+]([O-])=O,Cn1c(C)[nH+]cc1[N+]([O-])=O,0,1,0,-0.98,-2.24,-3.57,-4.85,-5.23,-5.33,-5.06,-4.36
CN1C(CCC1=O)c2cccnc2,CN1C(CCC1=[OH+])c2cccnc2,0,1,0,-0.06,-0.48,-0.92,-0.99,-0.83,-0.51,0,0.82
CN1C(CCC1=O)c2cccnc2,CN1C(CCC1=[OH+])c2cccnc2,1,0,0,-1.8,-3.5,-6.4,-10.3,-13,-16.4,-19.9,-23.3
CN1C2CCC1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(O)=O,CN1C2CCC1[C@H]([C@H](C2)OC(=[OH+])c3ccccc3)C(O)=O,0,2,0,0.35,0.83,1.71,3.07,3.88,5.02,6.31,7.74
CN1C2CCC1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(O)=O,CN1C2CCC1[C@H]([C@H](C2)OC(=[OH+])c3ccccc3)C(O)=O,1,1,0,-0.5,-1.4,-3.2,-4.7,-5.3,-5.3,-5.2,-4.4
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,C[NH+]1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,0,2,0,0.33,0.75,1.46,2.52,3.23,4.15,5.25,6.52
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,C[NH+]1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,1,0,0,-0.9,-2.2,-4.8,-8,-9.8,-11.5,-13.4,-15.1
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=[OH+])c35,0,2,0,0.38,0.88,1.75,3.09,3.86,4.93,6.12,7.49
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=[OH+])c35,1,0,0,-0.95,-2.2,-4.2,-6.2,-7.5,-9.5,-11,-10.7
Cn1ccc(NC(=O)Nc2cccc(c2)[N+]([O-])=O)n1,Cn1ccc(NC(=[OH+])Nc2cccc(c2)[N+]([O-])=O)n1,0,2,0,0.7,1.2,2,3.3,4.08,5,6.17,7.7
Cn1ccc(NC(=O)Nc2cccc(c2)[N+]([O-])=O)n1,Cn1ccc(NC(=[OH+])Nc2cccc(c2)[N+]([O-])=O)n1,1,2,0,0.3,0.5,0.8,1.5,2,2.8,3.8,7.5
CN1CCC23C4CCCC2C1Cc5ccc(O)c(O4)c35,C[NH+]1CCC23C4CCCC2C1Cc5ccc(O)c(O4)c35,0,2,0,0.48,1.05,2.01,3.47,4.43,5.61,7.03,8.63
CN1CCC23C4CCCC2C1Cc5ccc(O)c(O4)c35,C[NH+]1CCC23C4CCCC2C1Cc5ccc(O)c(O4)c35,1,0,0,-0.8,-1.9,-4.4,-7.3,-8.7,-10.1,-11.1,-11.7
Cn1cnc2N(C)C(=O)N(C)C(=O)c12,Cn1cnc2N(C)C(=[OH+])N(C)C(=O)c12,0,1,0,-0.32,-0.61,-0.81,-0.72,-0.44,0.06,0.61,1.79
Cn1cnc2N(C)C(=O)N(C)C(=O)c12,Cn1cnc2N(C)C(=[OH+])N(C)C(=O)c12,1,0,0,-2.55,-4.6,-8.6,-14.7,-18.2,-22.1,-25.4,-28.5
CN1COCN(Cc2sc(Cl)nc2)\C1=N/[N+]([O-])=O,CN1COCN(Cc2sc(Cl)[nH+]c2)\C1=N/[N+]([O-])=O,0,2,0,0.5,0.89,1.24,2.24,3.1,3.82,5.12,6.54
CN1COCN(Cc2sc(Cl)nc2)\C1=N/[N+]([O-])=O,CN1COCN(Cc2sc(Cl)[nH+]c2)\C1=N/[N+]([O-])=O,1,0,0,-1,-1.82,-3.27,-4.72,-5.6,-6.63,-7.76,-9.17
CN1N(c2ccccc2)C(=O)C(=C1C)NC(=O)c3cccnc3,CN1N(c2ccccc2)C(=O)C(=C1C)NC(=[OH+])c3cccnc3,0,2,0,0.66,1.22,2.39,4.18,5.75,7.65,9.59,11.3
Cn1nc(C)c(\C=N\OCc2ccc(cc2)C(=O)OC(C)(C)C)c1Oc3ccccc3,Cn1nc(C)c(\C=N\OCc2ccc(cc2)C(=[OH+])OC(C)(C)C)c1Oc3ccccc3,0,2,0,0.55,1.31,2.54,4.21,5.24,6.53,7.83,9.28
Cn1nc(C)c(\C=N\OCc2ccc(cc2)C(=O)OC(C)(C)C)c1Oc3ccccc3,Cn1nc(C)c(\C=N\OCc2ccc(cc2)C(=[OH+])OC(C)(C)C)c1Oc3ccccc3,1,2,0,0.32,0.49,0.78,1.07,1.45,1.91,2.38,3.03
Cn1nccc1NC(=O)Nc2cccc(c2)[N+]([O-])=O,Cn1nccc1NC(=[OH+])Nc2cccc(c2)[N+]([O-])=O,0,2,0,0.8,1.4,2.3,3.7,4.53,5.5,6.67,8.1
Cn1nccc1NC(=O)Nc2cccc(c2)[N+]([O-])=O,Cn1nccc1NC(=[OH+])Nc2cccc(c2)[N+]([O-])=O,1,0,0,-0.6,-1.6,-3,-4.4,-4.9,-5.4,-5.6,-5.9
CNC(/C(C)=C/C)=O,CNC(/C(C)=C/C)=[OH+],0,2,0,0.3,0.7,1.8,3.8,5.41,7.2,8.84,10
CNC(/NCCSCc1oc(CN(C)C)cc1)=C\[N+]([O-])=O,CNC(/NCCSCc1oc(C[NH+](C)C)cc1)=C\[N+]([O-])=O,0,2,0,0.4,0.93,1.88,3.36,4.31,5.57,7.03,8.71
CNC(/NCCSCc1oc(CN(C)C)cc1)=C\[N+]([O-])=O,CNC(/NCCSCc1oc(C[NH+](C)C)cc1)=C\[N+]([O-])=O,1,2,0,1.15,1.4,2.2,3.7,4.7,5.8,7.1,8.6
CNC(=O)/C=C/COC,CNC(=[OH+])/C=C/COC,0,2,0,0.1,0.5,1.5,3.4,4.79,6.2,7.26,7.6
CNC(=O)/C=C/COC,CNC(=[OH+])/C=C/COC,1,0,0,-4.4,-10.1,-17.6,-26,-30.86,-36.1,-41.54,-47
CNC(=O)/C=C/OC,CNC(=[OH+])/C=C/OC,0,2,0,0.3,0.9,1.7,3.8,5.29,7.1,9.31,12
CNC(=O)/C=C/OC,CNC(=[OH+])/C=C/OC,1,0,0,-6.1,-13.5,-22.7,-34.6,-39.39,-43.7,-48.53,-54.9
CNC(=O)\C=C(/C)O[P](=O)(OC)OC,CNC(=[OH+])\C=C(/C)O[P](=O)(OC)OC,0,2,0,0,0.41,1.3,2.52,3.2,4.03,5.41,7.38
CNC(=O)\C=C(/C)O[P](=O)(OC)OC,CNC(=[OH+])\C=C(/C)O[P](=O)(OC)OC,1,0,0,-1.93,-3.21,-7.6,-12,-15.66,-19.8,-24.4,-28.98
CNC(=O)\C=C\C,CNC(=[OH+])\C=C\C,0,2,0,0.1,0.5,1.4,3.4,5.14,7.1,8.86,10
CNC(=O)\C=C\C,CNC(=[OH+])\C=C\C,1,0,0,-6.6,-14.7,-25,-37.5,-44.88,-53.1,-62.18,-72.14
CNC(=O)C(=N/OC)\c1ccccc1COc2cc(C)ccc2C,CNC(=[OH+])C(=N/OC)\c1ccccc1COc2cc(C)ccc2C,0,2,0,0.18,0.73,1.93,3.7,4.95,6.96,8.74,11.03
CNC(=O)C(=N/OC)\c1ccccc1COc2cc(C)ccc2C,CNC(=[OH+])C(=N/OC)\c1ccccc1COc2cc(C)ccc2C,1,1,0,-1.1,-1.79,-2.73,-3.67,-3.62,-3.15,-2.68,-1.8
CNC(=O)C(C)SCCS[P](=O)(OC)OC,CNC(=[OH+])C(C)SCCS[P](=O)(OC)OC,0,2,0,-0.05,0.5,1.53,3.36,4.6,6.07,7.75,9.63
CNC(=O)C(C)SCCS[P](=O)(OC)OC,CNC(=[OH+])C(C)SCCS[P](=O)(OC)OC,1,1,0,-1.49,-2.63,-4.09,-5.55,-5.64,-5.65,-5.11,-3.89
CNC(=O)CS[P](=S)(OC)OC,CNC(=[OH+])CS[P](=S)(OC)OC,0,2,0,0.48,1.32,2.71,4.8,6.18,7.88,9.57,11.49
CNC(=O)CS[P](=S)(OC)OC,CNC(=[OH+])CS[P](=S)(OC)OC,1,0,0,-3.62,-6.24,-11.89,-17.54,-21.09,-24.64,-27.9,-30.24
CNC(=O)N(C)c1sc(nn1)C(C)(C)C,CNC(=[OH+])N(C)c1sc(nn1)C(C)(C)C,0,2,0,2.46,3.47,3.55,4.64,5.98,6.77,7.57,9.51
CNC(=O)N(C)c1sc(nn1)C(C)(C)C,CNC(=[OH+])N(C)c1sc(nn1)C(C)(C)C,1,0,0,-2.34,-4.18,-7.71,-11.24,-12.79,-13.93,-14.54,-14.51
CNC(=O)N(C)c1sc2ccccc2n1,CNC(=[OH+])N(C)c1sc2ccccc2n1,0,2,0,0.33,0.66,1.15,2.25,3.17,4.31,5.73,7.38
CNC(=O)N(C)c1sc2ccccc2n1,CNC(=[OH+])N(C)c1sc2ccccc2n1,1,1,0,-2.19,-3.88,-6.8,-9.71,-10.65,-11.25,-11.35,-11.03
CNC(=O)O\N=C(/C)C(C)[S](C)(=O)=O,CNC(=[OH+])O\N=C(/C)C(C)[S](C)(=O)=O,0,2,0,0,0.33,1.12,2.74,3.83,4.74,6.39,8.33
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,CNC(=[OH+])O\N=C\C(C)(C)[S](C)(=O)=O,0,2,0,-0.23,0.7,2.41,4.14,5.08,7.11,8.88,10.83
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,CNC(=[OH+])O\N=C\C(C)(C)[S](C)(=O)=O,1,2,0,-1.25,-1.67,-0.71,0.25,1.88,2.6,3.94,6
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,CNC(=[OH+])Oc1cc(C)c(N(C)C)c(C)c1,0,2,0,0.32,0.7,1.37,2.61,3.5,4.51,5.93,7.71
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,CNC(=[OH+])Oc1cc(C)c(N(C)C)c(C)c1,1,1,0,-2.29,-3.99,-5.26,-6.53,-6.28,-6.68,-5.69,-4.42
CNC(=O)Oc1cc(C)c(SC)c(C)c1,CNC(=[OH+])Oc1cc(C)c(SC)c(C)c1,0,2,0,-0.15,0.22,1.11,2.02,2.35,2.88,4.09,5.97
CNC(=O)Oc1cc(C)c(SC)c(C)c1,CNC(=[OH+])Oc1cc(C)c(SC)c(C)c1,1,0,0,-2.15,-3.51,-6.72,-9.93,-11.81,-13.92,-16.21,-18.71
CNC(=O)Oc1cc(C)cc(c1)C(C)C,CNC(=[OH+])Oc1cc(C)cc(c1)C(C)C,0,2,0,0.34,0.81,1.43,2.57,3.42,4.43,6.2,8.42
CNC(=O)Oc1cc(C)cc(c1)C(C)C,CNC(=[OH+])Oc1cc(C)cc(c1)C(C)C,1,0,0,-2.93,-5.03,-8.42,-11.82,-13.5,-15.55,-17.54,-19.63
CNC(=O)Oc1ccc(N(C)C)c(C)c1,CNC(=[OH+])Oc1ccc(N(C)C)c(C)c1,0,2,0,0.27,0.5,0.79,1.62,2.36,3.21,4.46,6.03
CNC(=O)Oc1ccc(N(C)C)c(C)c1,CNC(=[OH+])Oc1ccc(N(C)C)c(C)c1,1,1,0,-3.18,-5.63,-9.31,-13,-14.26,-15.37,-16.3,-15.48
CNC(=O)Oc1cccc2CC(C)(C)Oc12,CNC(=[OH+])Oc1cccc2CC(C)(C)Oc12,0,2,0,0.48,1.34,2.79,4.9,6.21,7.72,9.45,11.39
CNC(=O)Oc1cccc2CC(C)(C)Oc12,CNC(=[OH+])Oc1cccc2CC(C)(C)Oc12,1,0,0,-3.65,-6.42,-13.27,-20.13,-23.95,-27.81,-31.03,-33.12
CNC(=O)Oc1ccccc1C(C)C,CNC(=[OH+])Oc1ccccc1C(C)C,0,2,0,-0.1,0.19,1.16,2.32,2.85,3.74,5.43,7.51
CNC(=O)Oc1ccccc1C(C)C,CNC(=[OH+])Oc1ccccc1C(C)C,1,1,0,-4.05,-6.84,-10.03,-13.22,-13.07,-13.39,-12.41,-11.29
CNC(=O)Oc1ccccc1C2OCCO2,CNC(=[OH+])Oc1ccccc1C2OCCO2,0,2,0,0.5,0.99,1.74,2.93,3.71,4.54,5.57,6.68
CNC(=O)Oc1ccccc1OC(C)C,CNC(=[OH+])Oc1ccccc1OC(C)C,0,2,0,0.67,0.78,0.84,1.9,3.01,4.01,5.44,7.35
CNC(=O)Oc1ccccc1OC(C)C,CNC(=[OH+])Oc1ccccc1OC(C)C,1,0,0,-2.98,-5.91,-10.55,-15.2,-17.2,-19.65,-20.82,-21.11
CNC(C#CC)=O,CNC(C#CC)=[OH+],0,2,0,0,0.4,1.4,3.2,5.84,8.8,10.66,10
CNC(C=C)=O,CNC(C=C)=[OH+],0,2,0,-0.2,-0.1,0.4,1.9,2.33,3,4.64,8
CNC(C1=CCCC1)=O,CNC(C1=CCCC1)=[OH+],0,2,0,0.1,0.7,1.5,3.2,4.47,6,7.78,9.8
CNC1(CCCCC1=O)c2ccccc2Cl,CNC1(CCCCC1=[OH+])c2ccccc2Cl,0,2,0,0.3,0.72,1.5,2.86,3.84,5.06,6.55,8.35
CNCC(O)=O,CNCC(O)=[OH+],0,0,0,-0.83,-2.97,-6.05,-9.43,-11.04,-12.47,-13.64,-14.51
CNCC(O)=O,CNCC(O)=[OH+],1,0,0,-7.6,-13.9,-26.5,-41.5,-49.22,-56.82,-63.36,-67.94
CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,C[NH2+]CCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,0,2,0,0.62,1.38,2.66,4.62,5.91,7.42,9.14,11.07
CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,C[NH2+]CCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1,1,0,-1,-1.8,-2.3,-1.7,-0.8,0.2,1.6,6
CNCCC=C1c2ccccc2CCc3ccccc13,C[NH2+]CCC=C1c2ccccc2CCc3ccccc13,0,2,0,0.35,0.85,1.71,3.09,4.07,5.3,6.81,8.59
CNCCC=C1c2ccccc2CCc3ccccc13,C[NH2+]CCC=C1c2ccccc2CCc3ccccc13,1,0,0,-0.4,-1.4,-3.1,-5.6,-7.1,-8.5,-9.9,-10.4
CNCCc1c[nH]cn1,CNCCc1c[nH]c[nH+]1,0,1,0,-0.86,-1.72,-2.46,-2.71,-2.44,-1.79,-0.67,0.91
CNCCc1c[nH]cn1,CNCCc1c[nH]c[nH+]1,1,1,0,-5.45,-10.1,-18,-24.7,-27.2,-28.5,-29.7,-28.6
CNCCCC12CCC(c3ccccc13)c4ccccc24,C[NH2+]CCCC12CCC(c3ccccc13)c4ccccc24,0,2,0,0.55,1.24,2.41,4.25,5.48,6.94,8.64,10.6
CNCCCC1c2ccccc2C=Cc3ccccc13,C[NH2+]CCCC1c2ccccc2C=Cc3ccccc13,0,2,0,0.38,0.85,1.7,3.09,4.06,5.29,6.77,8.55
CNCCCC1c2ccccc2C=Cc3ccccc13,C[NH2+]CCCC1c2ccccc2C=Cc3ccccc13,1,0,0,-1,-2.3,-5.1,-8,-9.4,-10.3,-11.1,-10.7
CNCCCN1c2ccccc2CCc3ccccc13,C[NH2+]CCCN1c2ccccc2CCc3ccccc13,0,2,0,0.43,0.96,1.87,3.31,4.33,5.6,7.11,8.88
CNCCCN1c2ccccc2CCc3ccccc13,C[NH2+]CCCN1c2ccccc2CCc3ccccc13,1,0,0,-0.15,-0.8,-2.7,-5.2,-6.4,-7.5,-8.3,-8.5
CO/C=C(C(=O)OC)/c1ccccc1COc2cccc(n2)C(F)(F)F,CO/C=C(C(=[OH+])OC)/c1ccccc1COc2cccc(n2)C(F)(F)F,0,2,0,0.44,1.25,2.55,4.56,5.9,7.4,8.89,10.74
CO/C=C(C(=O)OC)/c1ccccc1COc2cccc(n2)C(F)(F)F,CO/C=C(C(=[OH+])OC)/c1ccccc1COc2cccc(n2)C(F)(F)F,1,2,0,0.37,0.82,2.15,3.47,4.5,5.95,7.41,9.45
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4)c56,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CC[NH2+]4)c56,0,2,0,0.77,1.48,2.48,3.79,4.66,5.77,7,8.47
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4)c56,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CC[NH2+]4)c56,1,0,0,0.55,0.6,-0.1,-1.2,-1.7,-2.7,-2.6,-3.1
CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,CO[P](=O)(OC)OC(/C)=C/C(=[OH+])N(C)C,0,2,0,0.4,0.82,1.51,2.49,3.11,3.89,4.8,5.92
CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,CO[P](=O)(OC)OC(/C)=C/C(=[OH+])N(C)C,1,2,0,0.07,0.4,1.91,3.42,3.9,4.84,6.29,6.75
CO[P](=S)(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1,CO[P](=[SH+])(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1,0,2,0,1.16,2.16,3.22,5.67,7.69,9.5,11.3,13.87
CO[P](N)(=O)SC,CO[P](N)(=[OH+])SC,0,1,0,-0.93,-2.1,-3.67,-5.05,-5.47,-5.63,-5.28,-4.53
CO[P](N)(=O)SC,CO[P](N)(=[OH+])SC,1,0,0,-6.76,-11.78,-20.97,-30.16,-35.23,-41.13,-46.79,-52.44
CO\C=C(C(=O)OC)/c1ccccc1Oc2cc(Oc3ccccc3C#N)ncn2,CO\C=C(C(=[OH+])OC)/c1ccccc1Oc2cc(Oc3ccccc3C#N)ncn2,0,2,0,0.66,1.65,3.14,5.46,7.03,8.77,10.78,13.03
CO\C=C(C(=O)OC)/c1ccccc1Oc2cc(Oc3ccccc3C#N)ncn2,CO\C=C(C(=[OH+])OC)/c1ccccc1Oc2cc(Oc3ccccc3C#N)ncn2,1,2,0,0.06,0.03,0.23,0.43,0.83,1.5,2.17,3.19
CO\N=C(C(=O)OC)/c1ccccc1CO\N=C(/C)c2cccc(c2)C(F)(F)F,CO\N=C(C(=[OH+])OC)/c1ccccc1CO\N=C(/C)c2cccc(c2)C(F)(F)F,0,2,0,0.41,1.28,2.69,4.91,6.42,8.19,9.95,11.93
